subid,gender,trial,run,conds,offer_pro,offer_self,offer_tp,RT,choice,
108,1,40,1,3,7,2,6,0.539,2
108,1,1,2,3,7,1,7,0.46,2
108,1,2,2,1,6,5,4,0.468,1
108,1,3,2,4,11,2,2,0.675,2
108,1,4,2,2,7,7,1,0.571,1
108,1,5,2,4,11,2,2,0.855,2
108,1,6,2,1,5,5,5,0.793,1
108,1,7,2,1,6,4,5,0.487,2
108,1,8,2,2,7,6,2,0.655,1
108,1,9,2,2,8,6,1,0.507,1
108,1,10,2,1,5,5,5,0.539,1
108,1,11,2,4,13,1,1,0.588,2
108,1,12,2,4,13,1,1,1.467,2
108,1,13,2,4,12,1,2,0.555,2
108,1,14,2,3,7,1,7,0.713,2
108,1,15,2,2,8,6,1,0.51,1
108,1,16,2,3,8,1,6,0.528,2
108,1,17,2,1,6,5,4,0.508,1
108,1,18,2,2,7,7,1,0.626,1
108,1,19,2,2,8,6,1,1.568,1
108,1,20,2,4,12,2,1,0.541,2
108,1,21,2,3,7,2,6,1.032,2
108,1,23,2,1,6,5,4,0.67,1
108,1,24,2,1,5,5,5,0.627,1
108,1,25,2,3,7,1,7,0.178,2
108,1,26,2,2,7,6,2,0.491,1
108,1,27,2,1,6,4,5,0.35,1
108,1,28,2,4,13,1,1,0.028,2
108,1,29,2,3,7,2,6,0.556,2
108,1,30,2,1,6,4,5,1.638,1
108,1,31,2,2,7,7,1,0.548,1
108,1,32,2,3,7,1,7,0.708,2
108,1,33,2,2,7,6,2,1.05,1
108,1,34,2,2,7,7,1,1.028,1
108,1,35,2,3,7,2,6,1.282,2
108,1,37,2,4,12,2,1,0.481,2
108,1,38,2,4,12,1,2,0.902,2
108,1,39,2,1,5,5,5,0.506,1
108,1,40,2,3,8,1,6,0.884,2
109,1,1,1,2,8,6,1,1.916,2
109,1,2,1,2,7,6,2,1.663,2
109,1,3,1,4,13,1,1,0.97,2
109,1,4,1,3,8,1,6,0.725,2
109,1,5,1,4,11,2,2,1.091,2
109,1,6,1,1,6,4,5,1.394,1
109,1,7,1,4,13,1,1,1.242,2
109,1,8,1,1,6,4,5,1.048,1
109,1,9,1,3,7,2,6,1.014,1
109,1,10,1,1,5,5,5,1.307,1
109,1,11,1,1,6,4,5,0.913,1
109,1,12,1,4,11,2,2,0.651,2
109,1,13,1,3,7,1,7,1.085,1
109,1,14,1,3,7,1,7,0.873,1
109,1,15,1,2,7,7,1,0.66,2
109,1,16,1,2,7,7,1,0.722,2
109,1,17,1,4,12,2,1,0.489,2
109,1,18,1,3,8,1,6,2.279,1
109,1,19,1,1,6,5,4,0.46,1
109,1,20,1,4,11,2,2,0.713,2
109,1,21,1,4,12,2,1,0.632,2
109,1,22,1,1,5,5,5,0.737,1
109,1,23,1,1,6,5,4,0.913,1
109,1,24,1,2,7,6,2,0.8,2
109,1,25,1,3,8,1,6,0.729,1
109,1,26,1,2,7,7,1,0.649,2
109,1,27,1,2,8,6,1,0.996,2
109,1,28,1,4,12,1,2,1.169,2
109,1,29,1,1,5,5,5,1.508,1
109,1,30,1,3,7,1,7,1.627,1
109,1,31,1,3,7,1,7,1.146,1
109,1,32,1,2,7,6,2,1.489,2
109,1,33,1,1,5,5,5,1.383,1
109,1,34,1,1,6,5,4,0.614,1
109,1,35,1,4,13,1,1,0.486,2
109,1,36,1,2,7,7,1,0.806,2
109,1,37,1,3,7,2,6,0.761,1
109,1,38,1,4,12,1,2,0.873,2
109,1,39,1,3,7,2,6,0.554,1
109,1,40,1,2,8,6,1,0.898,2
109,1,1,2,1,6,5,4,1.478,1
109,1,2,2,3,7,1,7,2.157,1
109,1,3,2,1,5,5,5,1.425,1
109,1,4,2,3,7,1,7,2.747,1
109,1,5,2,4,11,2,2,0.661,2
109,1,6,2,2,7,7,1,1.349,2
109,1,7,2,2,7,6,2,0.97,2
109,1,8,2,3,8,1,6,0.7,1
109,1,9,2,1,6,4,5,0.614,1
109,1,10,2,4,11,2,2,0.875,2
109,1,11,2,4,13,1,1,0.693,2
109,1,12,2,2,8,6,1,0.617,2
109,1,13,2,2,8,6,1,0.587,2
109,1,14,2,4,13,1,1,0.437,2
109,1,15,2,2,7,7,1,0.755,2
109,1,16,2,2,8,6,1,0.625,2
109,1,17,2,4,12,1,2,0.525,2
109,1,18,2,3,7,2,6,0.649,1
109,1,19,2,3,7,1,7,0.523,1
109,1,20,2,4,12,2,1,0.736,2
109,1,21,2,2,7,6,2,1.082,2
109,1,22,2,3,7,2,6,0.564,1
109,1,23,2,3,7,1,7,0.558,1
109,1,24,2,2,7,7,1,0.799,2
109,1,25,2,3,7,2,6,0.556,1
109,1,26,2,4,11,2,2,0.434,2
109,1,27,2,1,5,5,5,0.541,1
109,1,28,2,4,13,1,1,0.511,2
109,1,29,2,1,6,5,4,0.599,1
109,1,30,2,4,12,2,1,0.83,2
109,1,31,2,1,6,5,4,0.969,1
